time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
162.058,-0.44,-1.04,-0.21,0.09,-1.32,1.66,-1.2,1.98,1.62
162.06,-0.43,-1.02,-0.06,0.09,-1.32,1.66,-1.2,1.98,1.62
162.073,-0.43,-1.02,-0.06,-0.68,-0.89,2.08,-1.2,1.98,1.62
162.093,-0.43,-1.02,-0.06,-1.59,-0.37,2.44,-1.2,1.98,1.62
162.109,-0.43,-1.02,-0.06,-1.59,-0.37,2.44,-1.22,1.9,1.42
162.113,-0.43,-1.02,-0.06,-1.89,-0.36,2.75,-1.22,1.9,1.42
162.121,-0.66,-0.88,-0.02,-1.89,-0.36,2.75,-1.22,1.9,1.42
162.144,-0.66,-0.88,-0.02,-1.64,-0.6,3.44,-1.22,1.9,1.42
162.154,-0.66,-0.88,-0.02,-0.97,-0.99,3.9,-1.22,1.9,1.42
162.166,-0.66,-0.88,-0.02,-0.97,-0.99,3.9,-1.09,1.68,1.98
162.173,-0.66,-0.88,-0.02,-0.26,-1.09,4.35,-1.09,1.68,1.98
162.186,-0.51,-0.88,0.04,-0.26,-1.09,4.35,-1.09,1.68,1.98
162.193,-0.51,-0.88,0.04,0.33,-1.02,4.22,-1.09,1.68,1.98
162.213,-0.51,-0.88,0.04,0.83,-0.99,4.29,-1.09,1.68,1.98
162.234,-0.51,-0.88,0.04,1.11,-0.75,4.19,-1.09,1.68,1.98
162.236,-0.51,-0.88,0.04,1.11,-0.75,4.19,-0.75,1.27,1.78
162.251,-0.43,-0.76,0.0,1.11,-0.75,4.19,-0.75,1.27,1.78
162.254,-0.43,-0.76,0.0,1.46,-0.52,4.41,-0.75,1.27,1.78
162.273,-0.43,-0.76,0.0,1.89,-0.29,4.33,-0.75,1.27,1.78
162.293,-0.43,-0.76,0.0,2.63,-0.49,4.42,-0.75,1.27,1.78
162.296,-0.43,-0.76,0.0,2.63,-0.49,4.42,-0.43,0.74,1.53
162.313,-0.43,-0.76,0.0,3.11,-0.68,4.2,-0.43,0.74,1.53
162.334,-0.27,-0.77,-0.02,3.11,-0.68,4.2,-0.43,0.74,1.53
162.337,-0.27,-0.77,-0.02,3.44,-1.19,4.17,-0.43,0.74,1.53
162.353,-0.27,-0.77,-0.02,3.35,-1.36,3.89,-0.43,0.74,1.53
162.361,-0.27,-0.77,-0.02,3.35,-1.36,3.89,0.01,0.23,0.63
162.373,-0.27,-0.77,-0.02,3.38,-1.43,3.86,0.01,0.23,0.63
162.382,-0.28,-0.83,-0.05,3.38,-1.43,3.86,0.01,0.23,0.63
162.393,-0.28,-0.83,-0.05,2.82,-1.16,3.54,0.01,0.23,0.63
162.424,-0.28,-0.83,-0.05,2.52,-2.16,3.09,0.01,0.23,0.63
162.426,-0.28,-0.83,-0.05,2.52,-2.16,3.09,0.97,0.25,-0.15
162.444,-0.28,-0.83,-0.05,2.44,-2.78,2.0,0.97,0.25,-0.15
162.446,-0.33,-1.02,-0.27,2.44,-2.78,2.0,0.97,0.25,-0.15
162.453,-0.33,-1.02,-0.27,2.32,-2.67,0.94,0.97,0.25,-0.15
162.473,-0.33,-1.02,-0.27,1.62,-2.26,0.31,0.97,0.25,-0.15
162.493,-0.33,-1.02,-0.27,0.97,-2.15,0.03,0.97,0.25,-0.15
162.494,-0.33,-1.02,-0.27,0.97,-2.15,0.03,1.11,0.21,-0.81
162.511,-0.5,-0.99,-0.35,0.97,-2.15,0.03,1.11,0.21,-0.81
162.518,-0.5,-0.99,-0.35,0.2,-1.83,-0.06,1.11,0.21,-0.81
162.533,-0.5,-0.99,-0.35,-0.14,-2.05,-0.31,1.11,0.21,-0.81
162.553,-0.5,-0.99,-0.35,-0.24,-2.08,-0.87,1.11,0.21,-0.81
162.556,-0.5,-0.99,-0.35,-0.24,-2.08,-0.87,1.01,-0.83,-0.68
162.573,-0.5,-0.99,-0.35,0.31,-2.41,-1.4,1.01,-0.83,-0.68
162.576,-0.44,-1.11,-0.42,0.31,-2.41,-1.4,1.01,-0.83,-0.68
162.593,-0.44,-1.11,-0.42,0.93,-2.86,-1.37,1.01,-0.83,-0.68
162.613,-0.44,-1.11,-0.42,1.18,-2.96,-1.21,1.01,-0.83,-0.68
162.626,-0.44,-1.11,-0.42,1.18,-2.96,-1.21,0.74,-0.79,-0.86
162.633,-0.44,-1.11,-0.42,1.06,-2.09,-1.08,0.74,-0.79,-0.86
162.64,-0.37,-1.04,-0.32,1.06,-2.09,-1.08,0.74,-0.79,-0.86
162.653,-0.37,-1.04,-0.32,0.55,-0.91,-1.07,0.74,-0.79,-0.86
162.673,-0.37,-1.04,-0.32,0.29,0.39,-1.0,0.74,-0.79,-0.86
162.686,-0.37,-1.04,-0.32,0.29,0.39,-1.0,0.4,-1.72,-0.86
162.693,-0.37,-1.04,-0.32,0.37,1.35,-0.92,0.4,-1.72,-0.86
162.706,-0.35,-0.71,-0.26,0.37,1.35,-0.92,0.4,-1.72,-0.86
162.726,-0.35,-0.71,-0.26,0.84,2.18,-0.93,0.4,-1.72,-0.86
162.733,-0.35,-0.71,-0.26,1.36,2.81,-1.06,0.4,-1.72,-0.86
162.753,-0.35,-0.71,-0.26,1.69,3.31,-1.07,0.4,-1.72,-0.86
162.755,-0.35,-0.71,-0.26,1.69,3.31,-1.07,0.07,-1.96,-0.93
162.771,-0.2,-0.56,-0.23,1.69,3.31,-1.07,0.07,-1.96,-0.93
162.774,-0.2,-0.56,-0.23,1.89,3.61,-1.08,0.07,-1.96,-0.93
162.793,-0.2,-0.56,-0.23,1.8,3.5,-0.78,0.07,-1.96,-0.93
162.813,-0.2,-0.56,-0.23,1.34,3.23,-0.49,0.07,-1.96,-0.93
162.816,-0.2,-0.56,-0.23,1.34,3.23,-0.49,-0.19,-1.52,-1.54
162.833,-0.2,-0.56,-0.23,0.65,3.03,-0.17,-0.19,-1.52,-1.54
162.835,-0.28,-0.65,-0.12,0.65,3.03,-0.17,-0.19,-1.52,-1.54
162.853,-0.28,-0.65,-0.12,-0.12,2.8,0.09,-0.19,-1.52,-1.54
162.873,-0.28,-0.65,-0.12,-0.8,2.56,0.14,-0.19,-1.52,-1.54
162.881,-0.28,-0.65,-0.12,-0.8,2.56,0.14,-0.08,-1.57,-1.97
162.893,-0.28,-0.65,-0.12,-1.68,2.27,0.11,-0.08,-1.57,-1.97
162.901,-0.47,-0.77,-0.08,-1.68,2.27,0.11,-0.08,-1.57,-1.97
162.921,-0.47,-0.77,-0.08,-2.58,1.69,0.04,-0.08,-1.57,-1.97
162.937,-0.47,-0.77,-0.08,-3.81,0.74,0.06,-0.08,-1.57,-1.97
162.947,-0.47,-0.77,-0.08,-3.81,0.74,0.06,0.18,-1.28,-1.79
162.953,-0.47,-0.77,-0.08,-4.42,0.22,0.04,0.18,-1.28,-1.79
162.966,-0.67,-1.05,-0.07,-4.42,0.22,0.04,0.18,-1.28,-1.79
162.973,-0.67,-1.05,-0.07,-4.8,-0.8,-0.13,0.18,-1.28,-1.79
162.993,-0.67,-1.05,-0.07,-4.16,-1.74,-0.86,0.18,-1.28,-1.79
163.014,-0.67,-1.05,-0.07,-4.1,-2.83,-1.74,0.18,-1.28,-1.79
163.015,-0.67,-1.05,-0.07,-4.1,-2.83,-1.74,0.95,-0.44,-1.23
163.031,-0.62,-1.31,-0.29,-4.1,-2.83,-1.74,0.95,-0.44,-1.23
163.033,-0.62,-1.31,-0.29,-4.69,-2.96,-2.56,0.95,-0.44,-1.23
163.053,-0.62,-1.31,-0.29,-5.95,-1.82,-3.15,0.95,-0.44,-1.23
163.073,-0.62,-1.31,-0.29,-6.58,-1.49,-3.17,0.95,-0.44,-1.23
163.076,-0.62,-1.31,-0.29,-6.58,-1.49,-3.17,0.35,-1.13,-0.55
163.093,-0.62,-1.31,-0.29,-5.92,-2.09,-3.17,0.35,-1.13,-0.55
163.104,-0.68,-1.25,-0.31,-5.92,-2.09,-3.17,0.35,-1.13,-0.55
163.131,-0.68,-1.25,-0.31,-4.24,-3.0,-2.93,0.35,-1.13,-0.55
163.134,-0.68,-1.25,-0.31,-3.58,-2.69,-3.0,0.35,-1.13,-0.55
163.141,-0.68,-1.25,-0.31,-3.58,-2.69,-3.0,0.01,-1.3,-0.24
163.158,-0.68,-1.25,-0.31,-3.31,-1.82,-2.98,0.01,-1.3,-0.24
163.161,-0.5,-1.17,-0.29,-3.31,-1.82,-2.98,0.01,-1.3,-0.24
163.173,-0.5,-1.17,-0.29,-3.62,-1.3,-2.62,0.01,-1.3,-0.24
163.193,-0.5,-1.17,-0.29,-3.47,-0.86,-2.29,0.01,-1.3,-0.24
163.208,-0.5,-1.17,-0.29,-3.47,-0.86,-2.29,0.18,0.67,0.13
163.215,-0.5,-1.17,-0.29,-3.95,-1.03,-2.41,0.18,0.67,0.13
163.226,-0.59,-1.12,-0.29,-3.95,-1.03,-2.41,0.18,0.67,0.13
163.241,-0.59,-1.12,-0.29,-4.15,-1.17,-2.71,0.18,0.67,0.13
163.253,-0.59,-1.12,-0.29,-4.13,-1.06,-3.32,0.18,0.67,0.13
163.273,-0.59,-1.12,-0.29,-3.49,-0.82,-3.51,0.18,0.67,0.13
163.275,-0.59,-1.12,-0.29,-3.49,-0.82,-3.51,-0.02,1.88,1.05
163.291,-0.51,-1.11,-0.41,-3.49,-0.82,-3.51,-0.02,1.88,1.05
163.293,-0.51,-1.11,-0.41,-2.75,-1.16,-3.48,-0.02,1.88,1.05
163.314,-0.51,-1.11,-0.41,-2.24,-2.02,-2.86,-0.02,1.88,1.05
163.333,-0.51,-1.11,-0.41,-2.36,-1.66,-2.14,-0.02,1.88,1.05
163.336,-0.51,-1.11,-0.41,-2.36,-1.66,-2.14,-0.9,2.22,1.42
163.353,-0.51,-1.11,-0.41,-2.39,-1.22,-1.11,-0.9,2.22,1.42
163.356,-0.55,-1.07,-0.24,-2.39,-1.22,-1.11,-0.9,2.22,1.42
163.373,-0.55,-1.07,-0.24,-1.81,-0.9,-0.16,-0.9,2.22,1.42
163.393,-0.55,-1.07,-0.24,-0.99,-0.68,0.81,-0.9,2.22,1.42
163.404,-0.55,-1.07,-0.24,-0.99,-0.68,0.81,-1.53,1.5,1.8
163.423,-0.55,-1.07,-0.24,-0.39,-0.86,1.76,-1.53,1.5,1.8
163.425,-0.41,-1.01,-0.04,-0.39,-0.86,1.76,-1.53,1.5,1.8
163.433,-0.41,-1.01,-0.04,0.11,-0.99,2.36,-1.53,1.5,1.8
163.453,-0.41,-1.01,-0.04,0.35,-0.44,2.65,-1.53,1.5,1.8
163.466,-0.41,-1.01,-0.04,0.35,-0.44,2.65,-1.19,1.35,1.51
163.473,-0.41,-1.01,-0.04,0.28,-0.05,2.69,-1.19,1.35,1.51
163.486,-0.41,-0.85,-0.03,0.28,-0.05,2.69,-1.19,1.35,1.51
163.493,-0.41,-0.85,-0.03,0.47,0.03,2.99,-1.19,1.35,1.51
163.513,-0.41,-0.85,-0.03,0.69,-0.0,3.26,-1.19,1.35,1.51
163.533,-0.41,-0.85,-0.03,0.79,-0.11,3.73,-1.19,1.35,1.51
163.534,-0.41,-0.85,-0.03,0.79,-0.11,3.73,-1.22,1.47,1.45
163.551,-0.4,-0.82,0.03,0.79,-0.11,3.73,-1.22,1.47,1.45
163.553,-0.4,-0.82,0.03,0.81,-0.13,4.02,-1.22,1.47,1.45
163.573,-0.4,-0.82,0.03,0.81,-0.28,4.54,-1.22,1.47,1.45
163.593,-0.4,-0.82,0.03,0.54,-0.3,4.9,-1.22,1.47,1.45
163.597,-0.4,-0.82,0.03,0.54,-0.3,4.9,-1.0,0.86,1.28
163.615,-0.4,-0.82,0.03,-0.19,-0.41,5.31,-1.0,0.86,1.28
163.617,-0.55,-0.81,0.11,-0.19,-0.41,5.31,-1.0,0.86,1.28
163.637,-0.55,-0.81,0.11,-0.71,-0.68,4.76,-1.0,0.86,1.28
163.653,-0.55,-0.81,0.11,-1.3,-1.58,3.92,-1.0,0.86,1.28
163.661,-0.55,-0.81,0.11,-1.3,-1.58,3.92,-0.45,-0.51,1.32
163.673,-0.55,-0.81,0.11,-1.27,-2.11,3.08,-0.45,-0.51,1.32
163.681,-0.7,-0.95,-0.1,-1.27,-2.11,3.08,-0.45,-0.51,1.32
163.693,-0.7,-0.95,-0.1,-0.93,-2.18,2.72,-0.45,-0.51,1.32
163.713,-0.7,-0.95,-0.1,-0.34,-2.11,2.41,-0.45,-0.51,1.32
163.726,-0.7,-0.95,-0.1,-0.34,-2.11,2.41,-0.46,-0.41,1.86
163.733,-0.7,-0.95,-0.1,0.68,-1.98,2.56,-0.46,-0.41,1.86
163.746,-0.51,-0.83,-0.1,0.68,-1.98,2.56,-0.46,-0.41,1.86
163.753,-0.51,-0.83,-0.1,1.79,-1.33,2.65,-0.46,-0.41,1.86
163.773,-0.51,-0.83,-0.1,3.06,-1.24,2.56,-0.46,-0.41,1.86
163.793,-0.51,-0.83,-0.1,4.08,-1.61,1.74,-0.46,-0.41,1.86
163.795,-0.51,-0.83,-0.1,4.08,-1.61,1.74,0.34,-0.6,1.51
163.811,-0.2,-0.82,-0.24,4.08,-1.61,1.74,0.34,-0.6,1.51
163.824,-0.2,-0.82,-0.24,5.2,-1.87,0.86,0.34,-0.6,1.51
163.833,-0.2,-0.82,-0.24,5.82,-1.52,0.21,0.34,-0.6,1.51
163.853,-0.2,-0.82,-0.24,6.41,-1.7,-0.15,0.34,-0.6,1.51
163.856,-0.2,-0.82,-0.24,6.41,-1.7,-0.15,0.21,-0.8,-0.4
163.873,-0.2,-0.82,-0.24,5.29,-1.41,-0.05,0.21,-0.8,-0.4
163.876,-0.19,-0.83,-0.28,5.29,-1.41,-0.05,0.21,-0.8,-0.4
163.893,-0.19,-0.83,-0.28,3.89,-0.86,0.5,0.21,-0.8,-0.4
163.913,-0.19,-0.83,-0.28,2.78,-0.5,0.67,0.21,-0.8,-0.4
163.921,-0.19,-0.83,-0.28,2.78,-0.5,0.67,0.51,-0.5,-1.63
163.933,-0.19,-0.83,-0.28,2.17,-0.73,0.58,0.51,-0.5,-1.63
163.94,-0.4,-0.89,-0.2,2.17,-0.73,0.58,0.51,-0.5,-1.63
163.953,-0.4,-0.89,-0.2,1.88,-1.43,0.35,0.51,-0.5,-1.63
163.973,-0.4,-0.89,-0.2,3.07,-2.55,-0.56,0.51,-0.5,-1.63
163.986,-0.4,-0.89,-0.2,3.07,-2.55,-0.56,1.47,0.29,-1.74
163.993,-0.4,-0.89,-0.2,2.64,-2.43,-0.93,1.47,0.29,-1.74
164.006,-0.27,-1.09,-0.35,2.64,-2.43,-0.93,1.47,0.29,-1.74
164.018,-0.27,-1.09,-0.35,1.85,-2.0,-1.62,1.47,0.29,-1.74
164.033,-0.27,-1.09,-0.35,0.44,-1.45,-0.86,1.47,0.29,-1.74
164.053,-0.27,-1.09,-0.35,-0.34,-1.0,-0.52,1.47,0.29,-1.74
164.054,-0.27,-1.09,-0.35,-0.34,-1.0,-0.52,0.97,-0.88,-2.46
164.071,-0.46,-0.98,-0.23,-0.34,-1.0,-0.52,0.97,-0.88,-2.46
164.074,-0.46,-0.98,-0.23,-1.07,-0.35,-1.05,0.97,-0.88,-2.46
164.093,-0.46,-0.98,-0.23,-1.36,0.57,-1.38,0.97,-0.88,-2.46
164.113,-0.46,-0.98,-0.23,-1.69,1.23,-1.72,0.97,-0.88,-2.46
164.116,-0.46,-0.98,-0.23,-1.69,1.23,-1.72,0.88,-0.77,-2.06
164.133,-0.46,-0.98,-0.23,-1.89,1.57,-2.03,0.88,-0.77,-2.06
164.136,-0.45,-0.82,-0.27,-1.89,1.57,-2.03,0.88,-0.77,-2.06
164.153,-0.45,-0.82,-0.27,-1.97,1.74,-1.76,0.88,-0.77,-2.06
164.173,-0.45,-0.82,-0.27,-2.47,2.3,-1.63,0.88,-0.77,-2.06
164.181,-0.45,-0.82,-0.27,-2.47,2.3,-1.63,0.47,-0.79,-1.7
164.193,-0.45,-0.82,-0.27,-2.8,2.8,-1.29,0.47,-0.79,-1.7
164.206,-0.51,-0.7,-0.17,-2.8,2.8,-1.29,0.47,-0.79,-1.7
164.232,-0.51,-0.7,-0.17,-3.07,2.83,-1.22,0.47,-0.79,-1.7
164.234,-0.51,-0.7,-0.17,-3.02,2.33,-1.13,0.47,-0.79,-1.7
164.246,-0.51,-0.7,-0.17,-3.02,2.33,-1.13,0.31,-1.32,-1.22
164.253,-0.51,-0.7,-0.17,-3.24,2.32,-1.34,0.31,-1.32,-1.22
164.266,-0.52,-0.77,-0.16,-3.24,2.32,-1.34,0.31,-1.32,-1.22
164.273,-0.52,-0.77,-0.16,-3.33,2.26,-1.2,0.31,-1.32,-1.22
164.293,-0.52,-0.77,-0.16,-3.23,2.43,-1.55,0.31,-1.32,-1.22
164.313,-0.52,-0.77,-0.16,-2.86,1.72,-1.45,0.31,-1.32,-1.22
164.315,-0.52,-0.77,-0.16,-2.86,1.72,-1.45,0.28,-1.32,-0.74
164.334,-0.43,-0.97,-0.19,-2.86,1.72,-1.45,0.28,-1.32,-0.74
164.336,-0.43,-0.97,-0.19,-2.7,0.32,-1.78,0.28,-1.32,-0.74
164.353,-0.43,-0.97,-0.19,-2.56,-1.04,-2.02,0.28,-1.32,-0.74
164.373,-0.43,-0.97,-0.19,-2.75,-2.52,-2.64,0.28,-1.32,-0.74
164.376,-0.43,-0.97,-0.19,-2.75,-2.52,-2.64,0.14,-1.19,-0.9
164.393,-0.43,-0.97,-0.19,-3.22,-3.52,-2.61,0.14,-1.19,-0.9
164.401,-0.49,-1.36,-0.27,-3.22,-3.52,-2.61,0.14,-1.19,-0.9
164.417,-0.49,-1.36,-0.27,-4.08,-2.74,-2.07,0.14,-1.19,-0.9
164.433,-0.49,-1.36,-0.27,-4.57,-2.05,-1.29,0.14,-1.19,-0.9
164.441,-0.49,-1.36,-0.27,-4.57,-2.05,-1.29,-0.6,-2.09,-0.95
164.453,-0.49,-1.36,-0.27,-4.64,-2.97,-0.46,-0.6,-2.09,-0.95
164.462,-0.55,-1.35,-0.05,-4.64,-2.97,-0.46,-0.6,-2.09,-0.95
164.473,-0.55,-1.35,-0.05,-3.89,-3.45,-0.13,-0.6,-2.09,-0.95
164.493,-0.55,-1.35,-0.05,-3.67,-3.14,-0.44,-0.6,-2.09,-0.95
164.506,-0.55,-1.35,-0.05,-3.67,-3.14,-0.44,0.47,-0.81,-0.75
164.524,-0.55,-1.35,-0.05,-3.9,-2.28,-1.33,0.47,-0.81,-0.75
164.526,-0.54,-1.19,-0.24,-3.9,-2.28,-1.33,0.47,-0.81,-0.75
164.533,-0.54,-1.19,-0.24,-4.5,-1.52,-2.28,0.47,-0.81,-0.75
164.553,-0.54,-1.19,-0.24,-4.95,-1.12,-2.97,0.47,-0.81,-0.75
164.573,-0.54,-1.19,-0.24,-5.44,-0.81,-3.56,0.47,-0.81,-0.75
164.574,-0.54,-1.19,-0.24,-5.44,-0.81,-3.56,0.51,1.41,0.06
164.591,-0.72,-1.07,-0.39,-5.44,-0.81,-3.56,0.51,1.41,0.06
164.593,-0.72,-1.07,-0.39,-5.64,-0.58,-3.41,0.51,1.41,0.06
164.614,-0.72,-1.07,-0.39,-5.67,-0.48,-3.0,0.51,1.41,0.06
164.633,-0.72,-1.07,-0.39,-4.09,-0.5,-2.31,0.51,1.41,0.06
164.636,-0.72,-1.07,-0.39,-4.09,-0.5,-2.31,-0.39,1.71,1.46
164.653,-0.72,-1.07,-0.39,-2.79,-0.86,-1.85,-0.39,1.71,1.46
164.655,-0.47,-1.09,-0.25,-2.79,-0.86,-1.85,-0.39,1.71,1.46
164.673,-0.47,-1.09,-0.25,-1.71,-1.38,-1.27,-0.39,1.71,1.46
164.693,-0.47,-1.09,-0.25,-1.48,-1.14,-0.61,-0.39,1.71,1.46
164.704,-0.47,-1.09,-0.25,-1.48,-1.14,-0.61,-0.89,1.98,1.45
164.728,-0.47,-1.09,-0.25,-1.26,-0.8,0.13,-0.89,1.98,1.45
164.729,-0.43,-1.02,-0.1,-1.26,-0.8,0.13,-0.89,1.98,1.45
164.734,-0.43,-1.02,-0.1,-1.07,-0.45,0.88,-0.89,1.98,1.45
164.753,-0.43,-1.02,-0.1,-0.8,-0.28,1.59,-0.89,1.98,1.45
164.766,-0.43,-1.02,-0.1,-0.8,-0.28,1.59,-1.13,2.3,1.39
164.773,-0.43,-1.02,-0.1,-0.83,-0.31,2.27,-1.13,2.3,1.39
164.786,-0.44,-0.94,0.04,-0.83,-0.31,2.27,-1.13,2.3,1.39
164.793,-0.44,-0.94,0.04,-0.74,-0.14,2.83,-1.13,2.3,1.39
164.814,-0.44,-0.94,0.04,-0.71,0.0,3.22,-1.13,2.3,1.39
164.844,-0.44,-0.94,0.04,-0.27,0.12,3.15,-1.13,2.3,1.39
164.846,-0.44,-0.94,0.04,-0.27,0.12,3.15,-0.7,2.4,1.5
164.851,-0.39,-0.87,-0.0,-0.27,0.12,3.15,-0.7,2.4,1.5
164.854,-0.39,-0.87,-0.0,0.1,0.12,3.08,-0.7,2.4,1.5
164.873,-0.39,-0.87,-0.0,0.31,0.19,2.83,-0.7,2.4,1.5
164.902,-0.39,-0.87,-0.0,0.39,0.18,2.87,-0.7,2.4,1.5
164.903,-0.39,-0.87,-0.0,0.39,0.18,2.87,-0.82,2.36,1.4
164.927,-0.39,-0.87,-0.0,0.37,0.11,3.03,-0.82,2.36,1.4
164.929,-0.39,-0.84,-0.05,0.37,0.11,3.03,-0.82,2.36,1.4
164.934,-0.39,-0.84,-0.05,0.23,-0.08,3.71,-0.82,2.36,1.4
164.953,-0.39,-0.84,-0.05,0.4,-0.2,3.98,-0.82,2.36,1.4
164.966,-0.39,-0.84,-0.05,0.4,-0.2,3.98,-1.15,1.37,1.29
164.973,-0.39,-0.84,-0.05,0.55,-0.26,4.52,-1.15,1.37,1.29
164.982,-0.37,-0.83,0.04,0.55,-0.26,4.52,-1.15,1.37,1.29
164.993,-0.37,-0.83,0.04,1.01,-0.36,4.52,-1.15,1.37,1.29
165.018,-0.37,-0.83,0.04,1.79,-1.19,4.43,-1.15,1.37,1.29
165.026,-0.37,-0.83,0.04,1.79,-1.19,4.43,-0.78,0.48,1.0
165.046,-0.37,-0.83,0.04,2.09,-1.46,4.15,-0.78,0.48,1.0
165.047,-0.24,-0.94,-0.01,2.09,-1.46,4.15,-0.78,0.48,1.0
165.053,-0.24,-0.94,-0.01,2.22,-1.48,4.35,-0.78,0.48,1.0
165.073,-0.24,-0.94,-0.01,2.17,-0.72,4.44,-0.78,0.48,1.0
165.102,-0.24,-0.94,-0.01,2.24,-0.18,4.61,-0.78,0.48,1.0
165.103,-0.24,-0.94,-0.01,2.24,-0.18,4.61,-0.24,0.1,0.43
165.13,-0.27,-0.82,-0.01,2.24,-0.18,4.61,-0.24,0.1,0.43
165.131,-0.27,-0.82,-0.01,1.94,-0.24,3.97,-0.24,0.1,0.43
165.136,-0.27,-0.82,-0.01,2.27,-1.87,3.39,-0.24,0.1,0.43
165.153,-0.27,-0.82,-0.01,2.36,-2.65,2.73,-0.24,0.1,0.43
165.156,-0.27,-0.82,-0.01,2.36,-2.65,2.73,0.58,0.22,0.21
165.173,-0.27,-0.82,-0.01,2.42,-2.96,2.23,0.58,0.22,0.21
165.176,-0.22,-1.12,-0.16,2.42,-2.96,2.23,0.58,0.22,0.21
165.202,-0.22,-1.12,-0.16,2.09,-2.8,2.11,0.58,0.22,0.21
165.229,-0.22,-1.12,-0.16,1.86,-2.76,2.3,0.58,0.22,0.21
165.231,-0.22,-1.12,-0.16,1.86,-2.76,2.3,0.71,-0.88,-0.37
165.236,-0.22,-1.12,-0.16,1.69,-2.73,1.8,0.71,-0.88,-0.37
165.24,-0.24,-1.15,-0.16,1.69,-2.73,1.8,0.71,-0.88,-0.37
165.253,-0.24,-1.15,-0.16,1.92,-2.88,1.12,0.71,-0.88,-0.37
165.273,-0.24,-1.15,-0.16,1.71,-3.08,0.24,0.71,-0.88,-0.37
165.286,-0.24,-1.15,-0.16,1.71,-3.08,0.24,1.04,-1.12,-0.76
165.302,-0.24,-1.15,-0.16,1.68,-3.46,-0.51,1.04,-1.12,-0.76
165.306,-0.26,-1.26,-0.31,1.68,-3.46,-0.51,1.04,-1.12,-0.76
165.313,-0.26,-1.26,-0.31,1.12,-3.31,-0.97,1.04,-1.12,-0.76
165.333,-0.26,-1.26,-0.31,0.43,-2.65,-1.06,1.04,-1.12,-0.76
165.353,-0.26,-1.26,-0.31,-0.15,-1.93,-0.82,1.04,-1.12,-0.76
165.354,-0.26,-1.26,-0.31,-0.15,-1.93,-0.82,0.76,-0.78,-0.78
165.371,-0.38,-1.08,-0.21,-0.15,-1.93,-0.82,0.76,-0.78,-0.78
165.374,-0.38,-1.08,-0.21,-0.2,-1.33,-0.54,0.76,-0.78,-0.78
165.4,-0.38,-1.08,-0.21,-0.05,-0.53,-0.37,0.76,-0.78,-0.78
165.419,-0.38,-1.08,-0.21,0.05,0.56,-0.58,0.76,-0.78,-0.78
165.421,-0.38,-1.08,-0.21,0.05,0.56,-0.58,0.81,-1.5,-0.77
165.433,-0.38,-1.08,-0.21,0.01,1.64,-0.88,0.81,-1.5,-0.77
165.436,-0.33,-0.76,-0.19,0.01,1.64,-0.88,0.81,-1.5,-0.77
165.453,-0.33,-0.76,-0.19,0.01,2.56,-1.25,0.81,-1.5,-0.77
165.473,-0.33,-0.76,-0.19,0.19,3.09,-1.4,0.81,-1.5,-0.77
165.481,-0.33,-0.76,-0.19,0.19,3.09,-1.4,0.77,-1.36,-0.77
165.504,-0.33,-0.76,-0.19,0.36,3.3,-1.57,0.77,-1.36,-0.77
165.506,-0.27,-0.63,-0.2,0.36,3.3,-1.57,0.77,-1.36,-0.77
165.531,-0.27,-0.63,-0.2,0.41,3.34,-1.52,0.77,-1.36,-0.77
165.533,-0.27,-0.63,-0.2,0.3,3.39,-1.65,0.77,-1.36,-0.77
165.546,-0.27,-0.63,-0.2,0.3,3.39,-1.65,0.76,-0.95,-1.09
165.553,-0.27,-0.63,-0.2,0.14,3.18,-1.62,0.76,-0.95,-1.09
165.566,-0.28,-0.67,-0.18,0.14,3.18,-1.62,0.76,-0.95,-1.09
165.573,-0.28,-0.67,-0.18,-0.23,2.99,-1.85,0.76,-0.95,-1.09
165.6,-0.28,-0.67,-0.18,-0.65,2.72,-1.95,0.76,-0.95,-1.09
165.617,-0.28,-0.67,-0.18,-1.4,2.4,-2.31,0.76,-0.95,-1.09
165.618,-0.28,-0.67,-0.18,-1.4,2.4,-2.31,0.82,-0.96,-1.48
165.631,-0.42,-0.74,-0.22,-1.4,2.4,-2.31,0.82,-0.96,-1.48
165.634,-0.42,-0.74,-0.22,-1.96,2.43,-2.48,0.82,-0.96,-1.48
165.653,-0.42,-0.74,-0.22,-2.66,2.28,-2.88,0.82,-0.96,-1.48
165.673,-0.42,-0.74,-0.22,-2.84,1.38,-3.3,0.82,-0.96,-1.48
165.678,-0.42,-0.74,-0.22,-2.84,1.38,-3.3,0.77,-1.08,-1.33
165.694,-0.42,-0.74,-0.22,-2.97,0.03,-3.94,0.77,-1.08,-1.33
165.695,-0.46,-1.03,-0.34,-2.97,0.03,-3.94,0.77,-1.08,-1.33
165.713,-0.46,-1.03,-0.34,-3.26,-1.64,-4.38,0.77,-1.08,-1.33
165.738,-0.46,-1.03,-0.34,-4.46,-3.67,-4.83,0.77,-1.08,-1.33
165.741,-0.46,-1.03,-0.34,-4.46,-3.67,-4.83,0.08,-1.18,-1.21
165.761,-0.46,-1.03,-0.34,-5.64,-3.67,-4.25,0.08,-1.18,-1.21
165.762,-0.76,-1.34,-0.31,-5.64,-3.67,-4.25,0.08,-1.18,-1.21
165.773,-0.76,-1.34,-0.31,-6.88,-2.47,-3.04,0.08,-1.18,-1.21
